,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1344,harankhari3,"Creating my own sunshine✨
Sports Boy,CHIYAAN VIKRAM❣️💯,FootBall🤍,0 Attitude💯, Dancer🕺,Single🚶‍♂️","Tamil Nadu, India",229,316,20365,5763,"Celebrating the late #SushantSinghRajput's legacy that will be etched in the minds of all and cherished forever. 
#DilBechara coming to everyone on @DisneyPlusHS on July 24. 

@foxstarhindi @sonymusicindia @DisneyplusHSVIP @MukeshChhabraCC https://t.co/AhC5PKBVau","['SushantSinghRajput', 'DilBechara']"
1345,SSRMansur21,"#JusticeForSushantSinghRajput
Here Only For SSR",,518,510,59855,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1346,harankhari3,"Creating my own sunshine✨
Sports Boy,CHIYAAN VIKRAM❣️💯,FootBall🤍,0 Attitude💯, Dancer🕺,Single🚶‍♂️","Tamil Nadu, India",229,316,20365,3907,"#DilBecharaTrailer is out now, enjoy the love tale. 

https://t.co/aJXQC83his

#SushantSinghRajput @foxstarhindi @sonymusicindia @DisneyplusHSVIP @MukeshChhabraCC","['DilBecharaTrailer', 'SushantSinghRajput']"
1347,harankhari3,"Creating my own sunshine✨
Sports Boy,CHIYAAN VIKRAM❣️💯,FootBall🤍,0 Attitude💯, Dancer🕺,Single🚶‍♂️","Tamil Nadu, India",229,316,20365,2198,"Finally, here’s our labour of love, the full album of #DilBechara with lyrics by #AmitabhBhattacharya. Hope you like it.
#DilBecharaAlbum

➡️ https://t.co/TBEF6Ce5ZT

#SushantSinghRajput @sanjanasanghi96
@CastingChhabra @sonymusicindia @foxstarhindi
 @DisneyplusHSVIP https://t.co/XLj2vFrlGS","['DilBechara', 'AmitabhBhattacharya']"
1348,harankhari3,"Creating my own sunshine✨
Sports Boy,CHIYAAN VIKRAM❣️💯,FootBall🤍,0 Attitude💯, Dancer🕺,Single🚶‍♂️","Tamil Nadu, India",229,316,20365,1394,"In loving memory of #SushantSinghRajput. Watch our musical tribute on @disneyplushsvip &amp; @sonymusicindia featuring various artists.

https://t.co/zT0EmIb27Y

@sanjanasanghi96 @CastingChhabra #AmitabhBhattacharya",['SushantSinghRajput']
1349,harankhari3,"Creating my own sunshine✨
Sports Boy,CHIYAAN VIKRAM❣️💯,FootBall🤍,0 Attitude💯, Dancer🕺,Single🚶‍♂️","Tamil Nadu, India",229,316,20365,820,"An expression of love towards my art...
My humble attempt to pay tribute to Sushant Singh Rajput #SushantSinghRajput 
Thank you sir @arrahman for yet another beautiful &amp; memorable track
@TheFarahKhan thank you ma’am for creating the on-screen magic https://t.co/hImuGUOOEp https://t.co/85LHOHd16I",['SushantSinghRajput']
1350,shinne_tu73901,Here to show the Scum highway. Welcome to my 👑dom I shine from within so no one can dim my spirit Don’t like me? Don’t care.,,97,125,2924,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1351,CutInayah,Enjoy your life.,,93,3,1599,5,"13th April 🌿🎶
@itsSSR 
#sushantsinghrajput #13thapril #ThisMorning #thisdaythatyear https://t.co/aLsfMzuBwW","['sushantsinghrajput', '13thapril', 'ThisMorning', 'thisdaythatyear']"
1352,CutInayah,Enjoy your life.,,93,3,1599,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1353,LovelyJagadee,Sports Leagues and Teams Entertainment Music Fashion Entertainment Channels,"Vishakhapatnam, India",152,74,33181,168,Shocked beyond words. RIP #SushantSinghRajput 🙏 https://t.co/GOJjdNiZ3s,['SushantSinghRajput']
1354,onebloodonerace,,,206,123,18226,218,"The world can change by example and not by opinion @PMOIndia @HMOIndia @DrJitendraSingh @DoPTGoI . Please put some light on #SushantSinghRajput Murder Case 

Was Khatri Threatening SSR",[]
1355,KaunainMohd2,,,21,0,635,3,"#SushantSinghRajput's tribute film #NyaayTheJustice teaser out

#SSR #SushantSinghRajputCase 
https://t.co/lK50lMRWD6","['SushantSinghRajput', 'NyaayTheJustice', 'SSR', 'SushantSinghRajputCase']"
1356,Soney37602051,Waiting for Sush to come back..My hope is high..❤💥💫🦋🌟🌠🌪🌈⚡🔥,,426,217,11543,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1357,BLESSED_SSRian,"SSRian 4ever💝.
Proud fan of Divine Soul, SSR🌠🌟.
Blessed to be a fan of 'Favourite Child of God'💫👑💖💞.",Heart of SSR,1274,1121,35866,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1358,Keerthi85728099,"SSR ❤
BTS  💜",,224,245,45552,2,"#SushantSinghRajput ❤️

“Be fair. Play hard.”

Ban PR Movies On Sushant 🚫 https://t.co/NuJYCPjhM9",['SushantSinghRajput']
1359,Sushantcommite1,Warrior for truth and against misinformation and fake news. Campaigner for gender equality and for more action on prevention of suicide among vulnerable people,,17,2,1542,0,"How the #BJP pushed #SushantSinghRajput conspiracy theories for their own selfish purposes. Unfortunately naive #SSRians / #Warriors4SSR do not see how they are being used.
 #CBIconfirmSushantSuicide

https://t.co/aaL510VrJB","['BJP', 'SushantSinghRajput', 'SSRians', 'Warriors4SSR', 'CBIconfirmSushantSuicide']"
1360,AjayparekhSoni1,"🤩🤩SSRIANS R NOT BEING PAID BY ANYBODY SO OUR FIGHT IS FROM HEART FOR SSR. NO ONE CAN BREAK OUR UNITY.😍😍😍🤗🤗 
#SSRiansFightBack
it's back up @Ajaysonissr",Sushant sir ke dil main❤️,206,267,41576,2,"#SushantSinghRajput ❤️

“Be fair. Play hard.”

Ban PR Movies On Sushant 🚫 https://t.co/NuJYCPjhM9",['SushantSinghRajput']
1361,ianu03,"evolving... tirelessly ©urious 🔃 
✨🌪💫
 Bestie:Samu❤Anwy ❤Mulo❤Yak❤

#celebratingsushant @itsSSR❤ ✨✨",Saudade ✨🌙✨,550,1593,40767,0,"@Princess_of_SSR 3 of 5😤😂😂 no rating sorry, just Sushstanding 👌❤

#sushantsinghrajput",['sushantsinghrajput']
1362,RajKArya9,Motivated! lil demon,"Bengaluru, India",1614,681,5953,2,"#SushantSinghRajput ❤️

“Be fair. Play hard.”

Ban PR Movies On Sushant 🚫 https://t.co/NuJYCPjhM9",['SushantSinghRajput']
1363,viplak123,"Global HR-Trainer @ Bangkok, Malaysia, Philippines, Indonesia, Myanmar, Vietnam, Cambodia, Sri Lanka, Kenya, Uganda, Tanzania, Sudan, Zambia, Rwanda & Ethiopia.",Ubiquitous,40,121,3019,3,@nilotpalm3 @shwetasinghkirt @vikirti @divinemitz @vikassinghSrAdv @withoutthemind request to kindly intervene and please do something to stop this movie or put a stay on this 💩 trying to mint money on #SushantSinghRajput fame and that too without family's consent.,['SushantSinghRajput']
1364,SRajput84903464,"Fan of SSR❤🚀🕉📚🎸🎵🌍

Your true acquirement is the Knowledge.Grow ur knowledge not jst ur beard. Your achievements r evaluated by ur Wisdom nt by Insta Pics.",,1950,1368,128978,2,@SS4Sushant @cbic_india @NIA_India  who allowed them to make this movie on #SushantSinghRajput? @ashokepandit @AnupamPKher @republic @pradip103,['SushantSinghRajput']
1365,DumDumMastHai,"Biggest fan of @RanveerOfficial, @KMbappe & @ManushiChhillar",,413,292,13356,1,"Rhea Chakraborty got bail on Oct 7th, 2020. This document is available since that day. 
NEVER once #SushantSinghRajput's family objected to @narcoticsbureau addressing him as DRUG USER. 
So Fearless SSRians, don't fear to ask proof from @narcoticsbureau and SSR's family!! 

FIN",['SushantSinghRajput']
1366,DumDumMastHai,"Biggest fan of @RanveerOfficial, @KMbappe & @ManushiChhillar",,413,292,13356,2,"It's @narcoticsbureau which is claiming #SushantSinghRajput used to procure DRUGS!! If you're looking for proof, ask them directly. Don't waste your time telling me, BUT THERE ARE NO CHATS!! 
FACT from Page no.23 https://t.co/yXxscQumBX",['SushantSinghRajput']
1367,Sara27958451,Fan account of SSR,,683,603,28017,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1368,RDS09889218,"Justice for Sushant ⚖
Have strong faith in the DIVINE 💫 HE alone will unfold the TRUTH 💯",,31,31,1249,1,"No matter how much they manipulate..
But Truth will Unfold 💯
U will WIN #SushantSinghRajput
The Creator is with u 🤲🙏🕉☪️🕎♾
#JusticeForSushantSinghRajput https://t.co/DLisI6j4wb","['SushantSinghRajput', 'JusticeForSushantSinghRajput']"
1369,Susma484,,"Sonbarsa, India",350,143,62199,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1370,BeTheRare,Still exploring something to write in bio,"Parbatsar, India",334,417,21921,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1371,Manpree91033394,"Believer in One and only Akalpurukh Waheguru. Can't tolerate injustice. Sushant's fan forever, justice for Sushant ,THE REAL STAR.","Punjab, India",197,146,11007,1,"@Sushantcommite1 Toxic people like you can never understand the value of good deeds. Its beyond your noxious comprehension. You probably follow your masters with same mentality - birds of the same feather flock together.
BEYOND WORDS SSR
#SushantSinghRajput

https://t.co/PlAvjZFJyF",[]
1372,Manpree91033394,"Believer in One and only Akalpurukh Waheguru. Can't tolerate injustice. Sushant's fan forever, justice for Sushant ,THE REAL STAR.","Punjab, India",197,146,11007,2,"@Sushantcommite1 Listen to him even when asked to comment he didnt mock or say a negative comment. Watch his innumerable interviews you will not find even one where he has badmouthed anyone. #SushantSinghRajput
BEYOND WORDS SSR 
https://t.co/3gWxzidGuJ",[]
1373,SomaDas25994104,"Live and let live
iam here that's only reason ❤️❤️❤️❤️💫my🌌SSR",Kolkata,410,192,821,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1374,viplak123,"Global HR-Trainer @ Bangkok, Malaysia, Philippines, Indonesia, Myanmar, Vietnam, Cambodia, Sri Lanka, Kenya, Uganda, Tanzania, Sudan, Zambia, Rwanda & Ethiopia.",Ubiquitous,40,121,3019,4,@nilotpalm3 While driving today I heard the marketing for this pr movie by the rj of 98.3 fm. Obnoxious-How can these @$$holes make a film on #SushantSinghRajput without family permission when the investigation is on?Can it be stopped by legal means?Or can the court intervene to put a stay?,['SushantSinghRajput']
1375,ishhhitaaa,"As long as you were, I was                                  
           Now in your memories, we both come alive ✨",,58,133,18416,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1376,SSR_Lifetime,,,31,73,4020,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1377,TruthWins2021,,,90,115,3743,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1378,ShivBhaktSSR,"@Sushant04747

No estoy viva🙂❤️",Sushant Universe✨,187,235,15117,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1379,Orion_SSR,"Here For Sushant Singh Rajput Only💞❣️
Sushant Trustful💖💖💖 Fan_Girl
Will Continue fighting for our Sushant💖💖💗💗",,510,407,10279,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1380,chandra_aimhigh,"'How are you?'
-'Unable to live, unwilling to die.'","Kolkata, India",320,1231,22242,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1381,Its_Sayma,"Ye Lamha Jo Thehra Hai Mera Hain Ye Tera Hai ♡🌝 




























































@itsSSR ♥







































.",,210,345,46018,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1382,Nadiaa_Islam,"Smile,it’s free therapy. Wish Me 7th February. Self-sufficient. Behind every successful woman is herself.","Dhaka, Bangladesh",1585,2100,61529,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
1383,khanzubaida3,Ek jhapki mei tere sau khwab aa gye....❤️,Lost,167,164,9064,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
